ASM,Contrast,Correlation,Sum_of_Squares,IDM,Sum_Average,Sum_Entropy,Sum_Variance,Entropy,Difference_Variance,Difference_Entropy,Info_Correlation1,Info_Correlation2,Maximal_Correlation,Homogeneity,Autocorrelation,Dissimilarity,Cluster_Shade,Cluster_Prominence,Maximum_Probability,Sum_Mean,Cluster_Tendency,Difference_Mean,Inertia,Label
0.0013318609207507415,52.60579016489538,0.9563743276773194,602.922400551161,0.3690196844897286,362.24266028843147,5.145706094709748,129877.31850647276,7.295963524239042,39.6125389959342,2.334194386940811,-0.36366006592765854,0.9802805000857171,0.9639822343178392,0.3690196844897286,33381.55573867871,3.6046152594918053,95794.27754383857,17208263.90292253,0.005068411703939173,362.24266028843147,95794.27754383857,3.6046152594918057,52.60579016489538,3
0.0006884041156609993,115.17014142565483,0.9517959812816192,1194.6114088384252,0.25825033951507115,366.8782173501175,5.386351554362664,135339.6445304241,8.009618126581747,82.58062380809231,2.74782645850984,-0.30173707411730016,0.9705336187326934,0.9877165797376188,0.25825033951507115,34786.93292962561,5.708722941040538,-383878.92076921405,145167572.30814368,0.0034489595904833243,366.8782173501175,-383878.92076921405,5.708722941040539,115.17014142565483,3
0.0008318569293229791,42.41859237115623,0.982685419947273,1224.9385270090543,0.34776095650893507,296.31984728616146,5.512527588410599,89426.23270545495,7.637141866947993,30.72298471315119,2.2843418106491056,-0.41712820532408984,0.9910296088971022,0.9852880388502954,0.34776095650893507,23155.092204746998,3.419884158565176,83106.58041211554,45747371.27327725,0.0027305589484823665,296.31984728616146,83106.58041211554,3.4198841585651767,42.41859237115623,3
0.0008998019269978931,63.231843851678306,0.9288193095259284,444.1643051685225,0.2849341726248092,346.2077890776759,5.095589131845159,118070.95832870678,7.5715782554713185,41.62575958797956,2.585197155214984,-0.28679098223088034,0.9595495368621394,0.9377783530049792,0.2849341726248092,30377.506687755806,4.648234531916258,22123.49204931134,7105733.956392408,0.003235869575576195,346.2077890776759,22123.49204931134,4.648234531916257,63.231843851678306,3
0.0013642277785270935,195.43489856891833,0.9443877148025296,1757.1198330994225,0.2970911972988457,342.11846221061023,5.237448088921925,120321.86210948593,7.777154303658409,154.0942462174138,2.780688029276995,-0.2969747722020838,0.9662405522181716,0.9956452107412619,0.2970911972988457,30920.662930153158,6.429669692255157,190119.39585267805,177709846.1719223,0.015726566424935924,342.11846221061023,190119.39585267805,6.429669692255158,195.43489856891833,3
0.0006307456418234862,121.59801470798845,0.9145941622122035,711.8835073670441,0.24173165592416584,359.6062875004123,5.3268485715915945,128239.8568624802,8.027294186412869,85.09345084253496,2.804692682149376,-0.27465817764229994,0.9603984529092066,0.926289907222782,0.24173165592416584,32980.25500247035,6.041900683183521,68074.01638617695,22271286.074830137,0.0023081216490222394,359.6062875004123,68074.01638617695,6.041900683183523,121.59801470798845,3
0.0007770440524678294,130.17767446549735,0.9237460970366869,853.5804031441402,0.25011648092040767,337.6997415093177,5.2899196643635715,113780.43359710518,7.920720587387602,96.5162898179293,2.7430240929128793,-0.2857491948897879,0.9636818537711611,0.9446455704823528,0.25011648092040767,29298.770419776396,5.801843211219005,155754.73620045016,30869997.06536404,0.003248659174679502,337.6997415093177,155754.73620045016,5.801843211219008,130.17767446549735,3
0.0008531372133429016,119.36459046337401,0.9301989778921089,855.034689025529,0.31047629049982817,322.50478528232605,5.334255485570804,103897.91913719318,7.742539618381729,94.27828648169589,2.58023046974756,-0.33932156344437353,0.9786442185323254,0.9518579361347174,0.31047629049982817,26797.68652629365,5.008622962619379,126578.69801541853,31833520.720513046,0.0035439189927509622,322.50478528232605,126578.69801541853,5.008622962619379,119.36459046337401,3
0.0015519697048389724,41.827629308510154,0.9557011289646508,472.10717035126515,0.3552882144115993,346.90255248001336,5.048273742927335,118710.94894294985,7.128506551543022,31.351623900716017,2.225765246544411,-0.3681152926894081,0.9797381537328004,0.9686590490399392,0.3552882144115993,30536.53858498411,3.2366657856186096,66194.96293760257,12232793.463688375,0.005118192880171521,346.90255248001336,66194.96293760257,3.2366657856186105,41.827629308510154,3
0.0008812833219122874,115.60500038464939,0.9252109126462628,772.873453033646,0.2954885728595221,339.31716230612136,5.284154661629295,114553.93900777525,7.739988670484305,89.62316635857724,2.600012788934346,-0.32272080181978463,0.9742324858268041,0.9483413558447369,0.2954885728595221,29499.105111711004,5.0972378820369135,121461.97625347508,26993696.852062404,0.0035961624810273997,339.31716230612136,121461.97625347508,5.0972378820369135,115.60500038464939,3
0.000847811880401541,101.73907552124395,0.9295438434429617,722.0027354095605,0.2930363496613304,346.7897657452023,5.252033242309373,119434.29458933469,7.777309140356473,74.12997799979665,2.659842427407807,-0.30154918732037533,0.9678899385296797,0.9410873717850036,0.2930363496613304,30736.918604052014,5.2544359850936715,114039.81402392578,23412621.454181008,0.002845262085812216,346.7897657452023,114039.81402392578,5.254435985093671,101.73907552124395,3
0.0008865211099237042,54.27254572857606,0.9659404369069106,796.7299166500919,0.29705156569545793,372.56012733434665,5.308675518773321,138006.27598151818,7.614521691913333,38.13851720070318,2.435524039977974,-0.35413938396789374,0.9809445653282906,0.9934936206470374,0.29705156569545793,35469.85576363195,4.0167186269233355,-3910.8978458664787,35622644.26298866,0.0029729762724540316,372.56012733434665,-3910.8978458664787,4.0167186269233355,54.27254572857606,3
0.0008531372133429016,119.36459046337401,0.9301989778921089,855.034689025529,0.31047629049982817,322.50478528232605,5.334255485570804,103897.91913719318,7.742539618381729,94.27828648169589,2.58023046974756,-0.33932156344437353,0.9786442185323254,0.9518579361347174,0.31047629049982817,26797.68652629365,5.008622962619379,126578.69801541853,31833520.720513046,0.0035439189927509622,322.50478528232605,126578.69801541853,5.008622962619379,119.36459046337401,3
0.0010398926259791211,35.36648894183003,0.9752016087117802,713.0803069194087,0.354860953943445,330.49876913367564,5.3278526145333,108553.07968863484,7.398428902894057,25.47674547471456,2.2071396270640227,-0.4053428916950652,0.9883035187818754,0.978276299482186,0.354860953943445,28002.756162167145,3.144796252083029,80978.04383393237,21595825.514859773,0.003353234150787799,330.49876913367564,80978.04383393237,3.144796252083029,35.36648894183003,3
0.0010216313338527047,106.55096401275809,0.9480164568218488,1024.852842827636,0.326513526925738,341.6218855953682,5.321173448714931,117091.02939764399,7.663064108641048,85.06017868347791,2.4956325977375298,-0.35045865543278887,0.9805427041163152,0.9648012182782713,0.326513526925738,30147.955540254985,4.635815497760902,-41942.92744455181,61177031.68876588,0.0038328350316619805,341.6218855953682,-41942.92744455181,4.635815497760902,106.55096401275809,3
